,text,created_at,id_str,Sentiment
11462,rt polit simpli pray tell,06-01-2019 23:26:56,1.1349645774841242e+18,neg
11463,rt we encourag join togeth prayer june faith leader,06-01-2019 23:25:54,1.1349643177811436e+18,UNCERTAIN
11464,we stick togeth thank,06-01-2019 23:23:49,1.1349637929353626e+18,neg
11465,rt announc special day prayer presid june,06-01-2019 23:19:53,1.1349628009866568e+18,neg
11466,rt franklin graham call nation day prayer presid trump,06-01-2019 23:18:33,1.1349624680511283e+18,pos
11467,rt join good friend hundr faith leader ask church across america,06-01-2019 23:16:09,1.13496186249438e+18,UNCERTAIN
11468,rt i want remind everyon import pray june we need,06-01-2019 23:15:55,1.1349618032959529e+18,neg
11469,rt thank thousand peopl alreadi let know pray if like,06-01-2019 23:15:44,1.1349617577289769e+18,neg
11470,rt i also hope thousand pastor across nation take moment servic sunday pray,06-01-2019 23:15:30,1.1349616986983834e+18,pos
11471,rt join live financi issu talk nationwid movement special day,06-01-2019 23:14:27,1.1349614377162424e+18,neg
11472,thank much,06-01-2019 23:14:18,1.1349613961716408e+18,neg
11473,when nation foreign countri rob deceiv year word tariff beauti word other must treat unit state fairli respect we longer,06-01-2019 22:20:56,1.134947966320554e+18,neg
11474,take place allow million peopl easili meander countri invad mention drug human traffick pour are drug lord cartel coyot realli run we soon find,06-01-2019 20:37:04,1.1349218307734692e+18,pos
11475,order avoid pay like mexican compani move back unit state tariff reach higher they took mani compani job foolish pol let happen come back unless mexico stop,06-01-2019 20:37:04,1.134921828198232e+18,neg
11476,washington post got wrong the charg billion dollar good ship china also china pay heavi cost subsid good keep come devalu currenc yet compani move,06-01-2019 20:37:03,1.134921826604331e+18,neg
11477,the unit state stand readi work advanc prosper el salvador congratul presid bukel,06-01-2019 19:50:47,1.134910182083969e+18,UNCERTAIN
11478,emmet flood came white hous help mueller report leav servic june he done outstand job no collus no case emmet friend i thank great job,06-01-2019 19:48:55,1.134909712267436e+18,UNCERTAIN
11479,spoke virginia governor last night mayor vice mayor virginia beach morn offer condol great the feder govern whatev may god bless famili,06-01-2019 14:43:06,1.1348327498550395e+18,neg
11480,i announc second term presidenti run first ladi melania vice presid mike penc second ladi karen penc june orlando florida seat amway join us histor,05-31-2019 20:35:41,1.1345590925451346e+18,pos
11481,great,05-31-2019 20:02:16,1.1345506820806205e+18,pos
11482,basi sexual my administr launch global campaign decrimin homosexu invit nation join us,05-31-2019 19:12:32,1.1345381683243008e+18,pos
11483,as celebr lgbt pride month recogn outstand contribut lgbt peopl made great nation let us also stand solidar mani lgbt peopl live dozen countri worldwid punish imprison even execut,05-31-2019 19:12:32,1.1345381669192049e+18,pos
11484,deep state show tonight fox news pm expos tremend abus power tremend guest must see,05-31-2019 18:11:25,1.1345227868048507e+18,pos
11485,sadden hear loss john pinto navajo code talker world war ii memori day the code talker true american hero john never stop serv fellow citizen longtim new mexico state john rest in,05-31-2019 18:08:33,1.1345220665086853e+18,pos
11486,drug come unit state come mexico southern peopl die last year peopl thi gone mani year noth done we billion dollar trade deficit,05-31-2019 14:41:24,1.1344699348163461e+18,neg
11487,in order pay tariff start rise compani leav mexico taken auto industri come back home mexico must take back countri drug lord the tariff stop drug well,05-31-2019 14:27:51,1.1344665231149998e+18,UNCERTAIN
11488,mexico taken advantag unit state becaus dem immigr law mexico make fortun decad easili fix time final must,05-31-2019 13:30:29,1.1344520868575232e+18,neg
11489,hard believ crisi border dem quick easi would solv problem want open border equal,05-31-2019 13:14:26,1.1344480504648008e+18,UNCERTAIN
11490,congratul class,05-31-2019 12:51:10,1.1344421927208796e+18,neg
11491,sean davi the prove entir oper polit hit still zero evid collus new evid,05-31-2019 12:38:16,1.1344389472984678e+18,pos
11492,rt how impeach republican presid crime commit,05-31-2019 02:31:01,1.1342861265445028e+18,neg
11493,rt shame robert mueller exceed roleread full,05-31-2019 01:52:40,1.1342764784415785e+18,UNCERTAIN
11494,i watch he speak,05-31-2019 01:52:12,1.1342763592603894e+18,neg
11495,time tariff detail white hous,05-30-2019 23:30:20,1.1342406576214385e+18,UNCERTAIN
11496,on june unit state impos tariff good come countri mexico time illeg migrant come mexico countri the tariff gradual increas illeg immigr problem,05-30-2019 23:30:19,1.134240653926232e+18,UNCERTAIN
11497,the navi put disclaim mccain look like stori exagger even fake news everyth els,05-30-2019 22:23:21,1.1342237993001533e+18,neg
11498,yesterday border patrol agent apprehend largest group illeg alien peopl illeg cross border el paso around democrat need stand incred border patrol final fix loophol,05-30-2019 21:16:00,1.1342068511748628e+18,neg
11499,rt readi fli fight presid donald trump,05-30-2019 21:12:49,1.1342060482550743e+18,neg
11500,rt thank brave men women graduat unit state air forc academi could,05-30-2019 21:12:46,1.134206038310359e+18,pos
11501,just arriv get readi deliv commenc speech air forc academi veri excit probabl broadcast live they want good,05-30-2019 16:30:01,1.1341348808608522e+18,neg
11502,,05-30-2019 16:28:40,1.1341345413780521e+18,neg
11503,veri sad hear news pass friend senat thad he real senat incred valu even flew back senat mississippi import healthcar vote desper thad never let countri,05-30-2019 16:27:19,1.1341342033087529e+18,neg
11504,robert mueller came oval offic potenti seek name director he alreadi posit year i told the next day name special counsel a total conflict,05-30-2019 15:34:11,1.1341208313893929e+18,neg
11505,brennan turn,05-30-2019 14:41:24,1.1341075446814556e+18,neg
11506,congressman john ratcliff trump campaign clearli conspir,05-30-2019 13:41:43,1.1340925252185907e+18,neg
11507,fought back phoni crime exist horrend fals accus fight back sit back take could no mueller find obstruct presidenti,05-30-2019 11:57:47,1.134066372584063e+18,neg
11508,russia russia heard begin witch hunt russia disappear i noth russia help get it crime so dem partner fake news,05-30-2019 11:57:47,1.1340663715103785e+18,neg
11509,fought back phoni crime exist horrend fals acquisit fight back sit back take could no mueller find obstruct presidenti,05-30-2019 11:38:15,1.134061455702143e+18,neg
11510,russia russia heard begin witch hunt russia disappear i noth russia help get it crime so dem partner fake news,05-30-2019 11:38:15,1.1340614542509752e+18,neg
11511,the greatest presidenti harass after spend two dark year unlimit access peopl resourc cooper highli conflict robert mueller would brought charg anyth charg,05-30-2019 11:21:45,1.1340573028211507e+18,pos
11512,i inform anyth navi ship uss john mccain recent visit nevertheless i love great militari men women spectacular job,05-30-2019 00:59:43,1.133900762709463e+18,pos
11513,great show tonight realli get number one also pleas tell mark levin congrat number one,05-30-2019 00:46:39,1.133897476497449e+18,pos
11514,how impeach republican presid crime commit,05-30-2019 00:32:06,1.1338938136117821e+18,neg
11515,rt white hous statement mueller statement,05-29-2019 17:23:55,1.1337860559483617e+18,UNCERTAIN
11516,rt time turn origin russia hoax get bottom trump campaign spi,05-29-2019 17:21:00,1.1337853237906391e+18,neg
11517,noth chang mueller there insuffici evid therefor countri person the case thank,05-29-2019 15:37:21,1.1337592371364946e+18,neg
11518,alabama elect republican senat mani incred gain made presid may lost includ roy moor cannot win consequ suprem court,05-29-2019 11:40:31,1.1336996376788705e+18,neg
11519,republican cannot allow lose senat seat great state thi time six year i noth roy moor unlik mani republican leader want but probabl,05-29-2019 11:40:30,1.1336996318572626e+18,UNCERTAIN
11520,rt god bless the,05-29-2019 03:14:26,1.1335722793240371e+18,neg
11521,thank you,05-29-2019 00:33:37,1.1335318091180769e+18,neg
11522,back japan success big progress mani a great countri wonder leader prime minist,05-29-2019 00:22:51,1.1335290995305718e+18,neg
11523,i actual stick sleepi joe biden foreign kim jong un call iq mani thing wherea i relat quot chairman kim much softer iq who could possibl upset,05-28-2019 21:58:55,1.1334928762965115e+18,neg
11524,just spoke governor great state arkansa inform fema feder govern whatev necessari help turn record asa local offici great,05-28-2019 21:24:32,1.1334842224239411e+18,pos
11525,updat devast mani tornado struck ohio earli my administr fulli support peopl great state ohio begin cleanup,05-28-2019 19:40:20,1.1334579985868186e+18,pos
11526,storm overnight across ohio mani state danger my team continu updat report emerg manag state listen local offici we,05-28-2019 19:38:00,1.1334574124286403e+18,pos
11527,god bless the,05-28-2019 12:39:41,1.1333521404312166e+18,neg
11528,rt,05-28-2019 12:07:36,1.13334406484412e+18,neg
11529,spoke oklahoma last night japan devast told feder govern fulli behind great peopl,05-28-2019 08:11:10,1.133284566632788e+18,pos
11530,rt live remark donald trump aboard,05-28-2019 02:25:49,1.1331976549288223e+18,UNCERTAIN
11531,wait see,05-28-2019 00:36:35,1.1331701676414607e+18,neg
11532,rt excit written book kavanaugh confirm inimit a,05-27-2019 23:05:26,1.1331472289802854e+18,neg
11533,i make two stop morn japan visit great militari quick stop alaska back meet prime minist abe went well get spend time new emperor empress japan great,05-27-2019 22:57:37,1.1331452600188191e+18,neg
11534,anyon associ crime bill chanc in particular african american abl vote i hand respons crimin justic reform tremend support help fix bad,05-27-2019 22:35:35,1.13313971706991e+18,neg
11535,predat term associ crime bill sleepi joe biden heavili involv that dark period american histori sleepi joe,05-27-2019 21:16:45,1.1331198752729948e+18,pos
11536,anyon associ crime bill chanc in particular african american ble vote i hand respons crimin justic reform tremend support help fix bad,05-27-2019 21:08:31,1.1331178050022769e+18,neg
11537,hope thing work coalit format bibi i continu make allianc america israel stronger a lot,05-27-2019 15:24:52,1.1330313229124731e+18,UNCERTAIN
11538,,05-27-2019 14:33:32,1.133018405051818e+18,neg
11539,liz statement agent investig trump well,05-27-2019 13:56:34,1.133009099212247e+18,UNCERTAIN
11540,rt presid donald trump becom first foreign leader meet emperor,05-27-2019 13:35:26,1.1330037815562281e+18,pos
11541,,05-27-2019 12:57:10,1.132994153317589e+18,neg
11542,,05-27-2019 12:54:34,1.1329934979031081e+18,neg
11543,the dem get noth done they want,05-27-2019 09:13:59,1.1329379864279572e+18,neg
11544,impeach creat perhap greatest economi histori rebuild militari take care vet judg best job number ever much dem,05-27-2019 09:10:27,1.13293709875379e+18,pos
11545,admit made up complet ludicr attribut thi go age fake peopl think say anyth get away realli libel law chang hold fake news media,05-27-2019 08:57:33,1.1329338511335342e+18,neg
11546,rt presid prime minist met bilater meet work lunch akasaka,05-27-2019 07:30:22,1.1329119090937283e+18,neg
11547,rt receiv their majesti emperor empress,05-27-2019 03:27:50,1.1328508758719734e+18,neg
11548,great even last night thank,05-27-2019 03:27:31,1.1328507943599227e+18,UNCERTAIN
11549,rt imperi palac welcom,05-27-2019 01:21:26,1.1328190663585546e+18,neg
11550,congratul great roger pensk win indianapoli i japan earli morn i got watch simon drive one greatest race histori i see team,05-26-2019 20:48:18,1.1327503294083645e+18,pos
11551,the great patriot roll thunder will come back washington next year hope mani year it want have wonder time thank great men women pentagon work,05-26-2019 12:53:07,1.1326307433210552e+18,UNCERTAIN
11552,press apolog presid trump russian collus how dem,05-26-2019 12:40:07,1.1326274753333043e+18,pos
11553,thank,05-26-2019 12:26:12,1.132623971139113e+18,neg
11554,tonight tokyo japan ryōgoku kokugikan stadium great honor present cup sumo grand champion a great time thank,05-26-2019 11:48:05,1.1326143801038438e+18,pos
11555,great progress made trade negoti agricultur beef heavili much wait juli elect i anticip big,05-26-2019 04:39:09,1.1325064358484951e+18,neg
11556,great fun meet prime minist numer japanes offici told democrat would rather see unit state fail see republican parti succeed death,05-26-2019 04:37:52,1.1325061118846362e+18,pos
11557,rt,05-26-2019 04:14:52,1.1325003236106609e+18,neg
11558,great morn golf prime minist mobara countri club chiba,05-26-2019 04:07:56,1.1324985786292224e+18,UNCERTAIN
11559,rt welcom back japan,05-26-2019 01:32:55,1.1324595662503199e+18,neg
11560,north korea fire small weapon disturb peopl other i confid chairman kim keep promis also smile call swampman joe biden low iq individu perhap send,05-26-2019 01:32:08,1.1324593708167086e+18,neg
11561,go play golf right japan love tremend fan i said said love gari,05-26-2019 00:33:54,1.1324447140476641e+18,pos
11562,rt presid trump first ladi stay japan first state guest new era tokyo skytre,05-25-2019 23:47:33,1.1324330519282115e+18,pos
11563,rt kick histor state visit discuss way deepen econom tie busi,05-25-2019 23:24:17,1.1324271973467136e+18,neg
11564,north korea fire small weapon disturb peopl other i confid chairman kim keep promis also smile call swampman joe bidan low iq individu perhap send,05-25-2019 22:29:56,1.132413516063871e+18,neg
11565,rt the fight better trade deal end the presid work,05-25-2019 20:45:45,1.1323872990256701e+18,neg
11566,in addit great incompet corrupt the smollett case chicago also hate rememb countri did that turn total lie noth seriou stuff even apolog million,05-25-2019 20:43:42,1.1323867838980137e+18,neg
11567,rt dem plan govern takeov mean elimin privat plan blue,05-25-2019 20:27:47,1.1323827794701722e+18,neg
11568,rt senat splash discuss relationship presid,05-25-2019 20:25:44,1.1323822604334326e+18,neg
11569,rt democrat mainstream media love talk transpar learn,05-25-2019 20:23:30,1.132381698568663e+18,pos
11570,rt to fellow part,05-25-2019 20:03:26,1.132376648882561e+18,pos
11571,thank john,05-25-2019 19:55:52,1.1323747469124936e+18,neg
11572,anoth activist obama appoint judg rule us section southern wall alreadi thi rule border secur favor crime drug human we ask expedit,05-25-2019 19:35:19,1.1323695750336061e+18,pos
11573,rt after arriv tokyo presid spoke japanes busi leader ambassador,05-25-2019 12:22:30,1.1322606540297093e+18,neg
11574,get readi land japan first ladi we look forward see everyon,05-25-2019 07:48:39,1.1321917371605893e+18,UNCERTAIN
11575,believ roll thunder would given hard time permit washington they great patriot i gotten know see they love countri love if i help i,05-25-2019 07:32:43,1.1321877248304824e+18,pos
11576,democrat senat mark warner act talk like total control senat intellig their noth bipartisan he allow take too rememb spoke russian,05-25-2019 07:20:36,1.1321846748290826e+18,UNCERTAIN
11577,rt when focu attack trump best,05-25-2019 07:00:22,1.1321795853138616e+18,pos
11578,the real trade war began year ago thi bright new age age we lose,05-25-2019 06:57:23,1.1321788356658954e+18,pos
11579,rt we could work togeth big problem face could solv border crisi lower cost,05-25-2019 06:51:37,1.1321773831741809e+18,neg
11580,rt democrat engag presidenti desper stop presid help,05-25-2019 06:51:19,1.1321773077438382e+18,neg
11581,in alaska great troop depart shortli,05-25-2019 00:38:25,1.1320834657200169e+18,pos
11582,dem want second shot bob mueller unhappi no collus they allow play game longer second chanc must get back so bad,05-24-2019 21:41:43,1.1320389936824197e+18,neg
11583,mani suprem court justic get record thank great memori day,05-24-2019 20:56:32,1.13202762648943e+18,UNCERTAIN
11584,mitch mcconnel republican senat solid we accomplish great deal togeth particular court feder,05-24-2019 20:56:31,1.1320276225971282e+18,pos
11585,,05-24-2019 20:22:08,1.1320189696641393e+18,neg
11586,depart air forc one first ladi head japan look forward honor behalf unit state hi majesti emperor i also discuss trade militari friend prime minist,05-24-2019 19:01:48,1.131998750354731e+18,neg
11587,i air forc one first ladi head japan look forward honor behalf unit state hi majesti emperor i also discuss trade militari friend prime minist,05-24-2019 18:16:37,1.1319873821844726e+18,neg
11588,just spoke prime minist i congratul big polit he great man leader peopl india lucki,05-24-2019 18:00:27,1.1319833106687468e+18,neg
11589,congratul tom cotton book a tour arlington nation hit best seller i yesterday peopl grate inspir portrait old great job,05-24-2019 17:31:18,1.131975977444053e+18,pos
11590,i know radic left democrat want bob mueller testifi issu million dollar report state loud clear hear no collus no obstruct obstruct no dem look troubl,05-24-2019 12:34:47,1.1319013538722447e+18,neg
11591,tri impeach presid trump done noth wrong end get impeach high crime there high crime misdemeanor except commit,05-24-2019 12:19:56,1.1318976182657761e+18,neg
11592,agenc use american thi never happen presid dem furiou robert mueller find no collus no now go back work,05-24-2019 03:49:49,1.1317692416513024e+18,pos
11593,when twitter go allow popular conserv voic vicious shut back it is,05-24-2019 03:29:22,1.1317640982896026e+18,neg
11594,cnn rate way down record peopl get tire mani fake stori chri cuomo reward lowest morn rate prime time spot fail badli help dumbest man televis don,05-24-2019 03:19:46,1.1317616818503475e+18,neg
11595,rt veri excit join nation roll out slate with tyru kat timpf tammi bruce lawrenc,05-24-2019 03:02:29,1.131757333506347e+18,neg
11596,rt a great thank,05-24-2019 03:00:00,1.1317567054302781e+18,UNCERTAIN
11597,rt speaker news contributor ha just been ad to our amaz of speaker for,05-24-2019 02:56:00,1.1317556987679662e+18,neg
11598,rt author ag barr declassifi doc come,05-24-2019 02:49:03,1.1317539515468268e+18,neg
11599,rt fbi refus search text messag director wray need step stop stonewal protect,05-24-2019 02:48:08,1.1317537209271828e+18,neg
11600,voter rate economi excel the highest number,05-24-2019 01:19:25,1.1317313952090604e+18,UNCERTAIN
11601,rt a friendli remind main stream media suffer trump detang syndrom made clown,05-24-2019 01:18:27,1.1317311517715907e+18,UNCERTAIN
11602,stammer through news,05-24-2019 01:09:33,1.1317289128353833e+18,neg
11603,rt congrat receiv internet internet freedom award,05-24-2019 00:40:47,1.131721671881175e+18,neg
11604,pelosi kind thing she diminish she cannot put subject predic go ed rollin,05-24-2019 00:39:52,1.1317214409051054e+18,neg
11605,action help ensur american learn truth event occur action taken last presidenti elect restor confid public,05-24-2019 00:19:32,1.131716324751827e+18,pos
11606,presidenti the attorney gener also deleg full complet author declassifi inform pertain investig accord standard handl classifi,05-24-2019 00:19:32,1.1317163234850734e+18,neg
11607,request recommend attorney gener unit state presid donald trump direct intellig commun quickli fulli cooper attorney investig surveil,05-24-2019 00:19:32,1.1317163223693926e+18,UNCERTAIN
11608,a major american want democrat stop investig presid the mueller report said strongli no collus led no the dem get conclus mueller they do noth,05-24-2019 00:16:44,1.1317156185736233e+18,neg
11609,the senat approv billion dollar disast relief bill total,05-24-2019 00:11:19,1.1317142573080125e+18,neg
11610,we never forget fallen it great honor,05-23-2019 23:34:53,1.1317050877626204e+18,pos
11611,congratul prime minist bjp parti big elect great thing store partnership return pm modi i look forward continu import work,05-23-2019 17:13:14,1.1316090422274826e+18,neg
11612,monitor damag storm flood listen warn local offici stay we,05-23-2019 17:07:28,1.1316075886831124e+18,neg
11613,our heart go peopl missouri woke assess damag you strong resili,05-23-2019 17:05:25,1.1316070753841684e+18,pos
11614,when democrat congress refinish time fake work disappoint mueller report find time get real work peopl move,05-23-2019 14:27:34,1.1315673520452977e+18,neg
11615,i extrem calm yesterday meet pelosi schumer know would say i rage alway along partner fake news well mani stori meet use rage narr anyway fake corrupt,05-23-2019 14:13:39,1.1315638489920061e+18,UNCERTAIN
11616,rex tillerson man total ill prepar ill equip secretari state made stori got i vladimir putin meet hamburg i think putin would look,05-23-2019 12:29:04,1.1315375287361004e+18,neg
11617,the democrat becom known the do noth,05-23-2019 11:58:57,1.1315299505935073e+18,neg
11618,price condit great all gear six committe squander time day day tri find anyth bad a pure fish expedit like never happen never happen,05-23-2019 11:56:04,1.1315292234898924e+18,neg
11619,the democrat get noth done all effort mueller report turn way it possibl investig legisl their heart infrastructur,05-23-2019 11:56:03,1.1315292218625024e+18,neg
11620,rt face crimin conspiraci,05-23-2019 03:59:15,1.1314092305887969e+18,neg
11621,democrat want fix loophol they want open border,05-23-2019 02:54:59,1.1313930562997862e+18,pos
11622,zero get done democrat charg all want put mueller report behind start no,05-23-2019 02:31:52,1.1313872400458629e+18,neg
11623,in letter hous colleagu nanci pelosi trump temper tantrum us thi i purpos polit calm much i minut later press rose can easili it,05-23-2019 02:28:36,1.1313864184109998e+18,UNCERTAIN
11624,i want welcom award bravest law enforc offic firefight highest public safeti award the medal,05-22-2019 20:46:35,1.1313003459284419e+18,UNCERTAIN
11625,leadership tear unit state apart i continu set record american peopl nanci thank much prayer i know truli mean,05-22-2019 17:02:23,1.1312439221880545e+18,neg
11626,meantim administr achiev thing never done includ unleash perhap greatest economi,05-22-2019 17:01:22,1.1312436669689119e+18,pos
11627,realli want you investig legisl simultan work you go two track let chuck nanci jerri adam rest finish play,05-22-2019 17:01:22,1.1312436656853975e+18,neg
11628,so sad nanci pelosi chuck schumer never abl see understand great promis they continu witch hunt alreadi cost tremend wast time energi everyon america get back,05-22-2019 17:01:21,1.1312436639489597e+18,pos
11629,,05-22-2019 16:57:35,1.1312427158349292e+18,neg
11630,as i long say proven witch hunt republican parti side caus problem,05-22-2019 15:15:40,1.1312170669823017e+18,neg
11631,russia and the trump mcgahn forgiven declin honor appear wall street journal editori boardtoday may,05-22-2019 15:11:16,1.1312159591072317e+18,neg
11632,want he want use mcgahn prop spend three hour claim trump tri obstruct mueller yet mueller obstruct in ani way hi copiou report wa releas for all to see there wa no,05-22-2019 15:11:15,1.1312159576014766e+18,neg
11633,democrat danger becom irrelev decis keep take countri wild goos they ought start you know michael goodwin,05-22-2019 13:54:27,1.1311966276440474e+18,pos
11634,everybodi includ thought million dollar mueller report releas no collus no obstruct crime caus but democrat want keep go effort help bad,05-22-2019 13:50:42,1.1311956855655424e+18,neg
11635,also tremend work done pure renov fix exist wall bad condit ineffect bring high,05-22-2019 11:22:36,1.1311584142798275e+18,neg
11636,much wall built southern border complet demolit rebuild old worthless barrier brand new wall problem hater say new wall rather wrong must build,05-22-2019 11:22:36,1.13115841337378e+18,neg
11637,without illeg witch hunt poll number especi histor economi would too the greatest hoax american,05-22-2019 11:00:15,1.1311527887701811e+18,pos
11638,rt today ten thousand peac offic gather capit honor servic sacrific,05-22-2019 10:50:06,1.1311502353492787e+18,neg
11639,rt western whi wait month bring usa import,05-22-2019 10:48:31,1.1311498378005627e+18,pos
11640,rt mueller chang,05-22-2019 10:46:03,1.1311492140907602e+18,neg
11641,rt the way protect american serv oversea i proud presid trump stand,05-22-2019 10:44:58,1.131148945353257e+18,UNCERTAIN
11642,rt veri pleas confirm anoth conserv judg ninth daniel collin,05-22-2019 10:44:26,1.1311488085812019e+18,pos
11643,rt watch open statement govern oper subcommitte meadow,05-22-2019 10:43:26,1.1311485595611668e+18,pos
11644,rt thx pre lighthiz work get pt now time congress,05-22-2019 10:41:53,1.1311481678257562e+18,neg
11645,rt anoth trade breakthru w japan lift restrict us beef us beef japan,05-22-2019 10:40:57,1.1311479335696835e+18,neg
11646,rt declassif russia investig doc around,05-22-2019 10:40:02,1.1311477038686249e+18,neg
11647,rt thi week see effort democrat mueller time stumbl,05-22-2019 10:39:55,1.1311476718367457e+18,neg
11648,rt a question everi american earth point taxpay fund special counsel go,05-22-2019 10:38:30,1.1311473159458898e+18,UNCERTAIN
11649,rt twitter viciou censorship still hit maga movement wood suspend day think total,05-22-2019 10:37:02,1.131146945676886e+18,neg
11650,presidenti,05-22-2019 10:03:51,1.1311385961094636e+18,neg
11651,the democrat get zero work done all focus tri prove mueller report wrong witch,05-22-2019 10:02:55,1.131138360125399e+18,neg
11652,after two year expens comprehens witch hunt democrat like result want do in word witch hunt,05-22-2019 09:58:59,1.131137371305644e+18,neg
11653,everyth democrat ask base illeg start investig fail especi mueller report came back no collus now say impeach presid trump even though nothin wrong,05-22-2019 09:55:14,1.1311364295459348e+18,neg
11654,congratul governor win republican primari governor tonight great state matt fantast,05-22-2019 02:29:40,1.1310242991822356e+18,UNCERTAIN
11655,great news fred keller hard fought pennsylvania congression contest landslid thank thousand show ralli last congratul fred wonder,05-22-2019 02:20:51,1.1310220776690729e+18,neg
11656,john brennan mueller probe know i receiv bad inform i think i suspect that there wa more than there actual wow admit congress go back work drug price,05-22-2019 01:02:38,1.1310023949664625e+18,neg
11657,the democrat fish expedit want interview peopl see thing went two year robert mueller angri never happen presid never even happen presid,05-22-2019 00:51:43,1.1309996489765601e+18,UNCERTAIN
11658,after spend million dollar review million page document interview peopl total support white hous mueller report big disappoint democrat want do it work bad,05-22-2019 00:32:40,1.1309948550422733e+18,neg
11659,shahira knight done wonder job legisl affair director white she outstand us countri tremend success privat,05-21-2019 22:48:50,1.1309687227540644e+18,UNCERTAIN
11660,wow mark new book open it great keep long,05-21-2019 22:00:15,1.1309564960896369e+18,pos
11661,johnni miss great,05-21-2019 21:53:23,1.1309547690513326e+18,UNCERTAIN
11662,conclus no collus no the dem unhappi outcom mueller report want,05-21-2019 21:22:52,1.1309470879553085e+18,neg
11663,so even though i presidenti privileg i allow everyon testifi includ white hous counsel don mcgahn robert mueller angri democrat,05-21-2019 21:22:52,1.1309470867390259e+18,neg
11664,i pleas announc nomin barbara barrett arizona former chairman aerospac corpor next secretari air she outstand,05-21-2019 20:52:46,1.1309395132687892e+18,neg
11665,pennsylvania forget get vote today republican fred keller fred strong crime second amend militari vet he complet total,05-21-2019 16:38:40,1.1308755674930094e+18,UNCERTAIN
11666,attitud peopl countri includ mexico right flow taxpay respons tremend cost associ illeg mexico wrong i soon give,05-21-2019 16:16:54,1.130870087823614e+18,neg
11667,i disappoint mexico virtual noth stop illeg immigr come southern border everyon know democrat immigr law total flaw,05-21-2019 16:16:53,1.1308700865317274e+18,neg
11668,to great peopl kentucki pleas go vote matt bevin veri he done fantast job,05-21-2019 15:25:09,1.1308570649289523e+18,UNCERTAIN
11669,rt fred keller great state pennsylvania outstand state now run,05-21-2019 11:34:29,1.1307990186726236e+18,pos
11670,rt megan king run superior court judg pennsylvania elect full total,05-21-2019 11:34:18,1.1307989694062633e+18,neg
11671,just return beauti great even,05-21-2019 02:06:31,1.1306560840191099e+18,pos
11672,megan king run superior court judg pennsylvania elect full total she tough crime fulli understand aspect vote megan tomorrow,05-21-2019 02:02:28,1.1306550646312387e+18,neg
11673,massiv crowd pennsylvania thank join,05-21-2019 01:04:55,1.1306405829031322e+18,neg
11674,beauti even make america great again ralli tonight thank i love,05-21-2019 00:45:41,1.1306357428104806e+18,pos
11675,land shortli montoursvil pennsylvania see everyon,05-20-2019 22:39:53,1.1306040808066171e+18,neg
11676,fred keller great state pennsylvania outstand state now run republican nomine congress complet total he fantast job i look forward see everyon,05-20-2019 18:07:30,1.1305355328685711e+18,neg
11677,see tonight eastern montoursvil,05-20-2019 17:40:23,1.1305287096293581e+18,UNCERTAIN
11678,call us ever in meantim economi continu collaps sad iranian,05-20-2019 17:30:35,1.1305262437519606e+18,pos
11679,the fake news put typic fals statement without knowledg unit state tri set negoti thi fals,05-20-2019 17:30:35,1.1305262425313649e+18,neg
11680,on cuban independ day stand peopl cuba quest freedom democraci the cuban regim must end repress cuban the unit state stand idli cuba continu subvert democraci,05-20-2019 17:28:03,1.130525604976169e+18,pos
11681,look like berni sander sleepi joe biden pull ahead think sleepi joe man took trash heap presid china want sleepi joe,05-20-2019 14:08:04,1.1304752801648968e+18,neg
11682,whi democrat look crime commit crook hillari phoni russia they would get back jerri nadler schiff would whole new futur open perhap could even run,05-20-2019 12:13:31,1.1304464505576735e+18,pos
11683,boom economi work peopl make gain seen stuart varney,05-20-2019 12:07:33,1.1304449503599493e+18,neg
11684,two tweet miss last batch probabl twitter no time onli dem get,05-20-2019 11:35:31,1.1304368908916204e+18,neg
11685,good highli profession deal reason i like i would gone alway plenti money around bank choos they would happi take fake,05-20-2019 11:20:54,1.1304332089973555e+18,neg
11686,new big stori trump made lot money buy everyth cash need but get could no i built great busi need bank i would,05-20-2019 11:20:53,1.1304332082507694e+18,neg
11687,the mainstream media never corrupt derang fake news actual biggest stori true enemi of the refus cover real russia but american peopl wise go,05-20-2019 11:20:53,1.1304332074873364e+18,UNCERTAIN
11688,when need want money need want bank alway avail want make fake media say disparag alway use unnam sourc sourc even,05-20-2019 11:20:53,1.1304332066526822e+18,neg
11689,the fail new york time pass away i leav offic other fake news media keep write phoni stori i use mani bank want busi it i need veri old,05-20-2019 11:20:53,1.1304332055370383e+18,neg
11690,rt god bless presid call leader must think deal bush,05-20-2019 02:47:21,1.1303039709609124e+18,neg
11691,the mainstream media hate cover,05-20-2019 02:32:36,1.1303002584817869e+18,UNCERTAIN
11692,start monday great farmer begin busi mexico they taken tariff penalti great agricultur pleas sure treat ani complaint immedi go,05-20-2019 02:29:27,1.1302994671214756e+18,pos
11693,a great win congratul great,05-20-2019 02:16:24,1.1302961837951263e+18,pos
11694,rt i interview steve hilton tonight,05-19-2019 22:33:29,1.1302400824080343e+18,neg
11695,got chri wallac said actual think whether like opinion mayor pete lot gee never speak well i like mike wallac alfr newman never,05-19-2019 21:15:50,1.130220543427457e+18,neg
11696,hard believ wast airtim mayor pete chri wallac like call fox move lose side cover they got dump democrat bore debat want they forgot,05-19-2019 21:15:50,1.1302205425382646e+18,neg
